sale_id,date,time,temperature,weather,total
72,2023-01-02,12:37,2.8,晴れ,1100
73,2023-01-02,12:24,2.8,晴れ,1650
74,2023-01-02,11:30,2.8,晴れ,1400
75,2023-01-02,17:48,2.8,晴れ,1300
76,2023-01-02,12:42,2.8,晴れ,1250
77,2023-01-02,13:47,2.8,晴れ,1400
78,2023-01-02,21:43,2.8,晴れ,1300
79,2023-01-02,17:44,2.8,晴れ,950
80,2023-01-02,19:34,2.8,晴れ,1350
81,2023-01-02,17:27,2.8,晴れ,850
82,2023-01-02,13:33,2.8,晴れ,850
83,2023-01-03,13:37,8.2,晴れ,1250
84,2023-01-03,12:36,8.2,晴れ,1000
85,2023-01-03,11:22,8.2,晴れ,1250
86,2023-01-03,11:05,8.2,晴れ,1000
87,2023-01-03,20:28,8.2,晴れ,1200
88,2023-01-03,20:35,8.2,晴れ,1100
89,2023-01-03,12:14,8.2,晴れ,1050
90,2023-01-03,18:13,8.2,晴れ,1150
91,2023-01-03,18:18,8.2,晴れ,1800
92,2023-01-03,21:18,8.2,晴れ,1150
93,2023-01-03,20:30,8.2,晴れ,1500
94,2023-01-03,11:36,8.2,晴れ,1250
95,2023-01-03,12:38,8.2,晴れ,1100
96,2023-01-03,13:27,8.2,晴れ,1350
97,2023-01-03,11:16,8.2,晴れ,1200
98,2023-01-03,13:30,8.2,晴れ,1250
99,2023-01-03,13:14,8.2,晴れ,850
100,2023-01-03,20:07,8.2,晴れ,1050
101,2023-01-03,11:50,8.2,晴れ,850
102,2023-01-03,12:44,8.2,晴れ,950
103,2023-01-03,13:02,8.2,晴れ,1000
104,2023-01-03,21:37,8.2,晴れ,950
105,2023-01-03,18:30,8.2,晴れ,850
106,2023-01-03,12:05,8.2,晴れ,1700
107,2023-01-03,13:31,8.2,晴れ,850
108,2023-01-03,11:20,8.2,晴れ,1250
109,2023-01-03,13:29,8.2,晴れ,1300
110,2023-01-03,18:17,8.2,晴れ,1150
111,2023-01-03,13:38,8.2,晴れ,1650
112,2023-01-03,11:29,8.2,晴れ,1350
113,2023-01-03,12:30,8.2,晴れ,1750
114,2023-01-03,19:49,8.2,晴れ,1650
115,2023-01-03,21:42,8.2,晴れ,900
116,2023-01-03,21:24,8.2,晴れ,800
117,2023-01-03,12:14,8.2,晴れ,1050
118,2023-01-03,13:50,8.2,晴れ,1700
119,2023-01-03,20:06,8.2,晴れ,1550
120,2023-01-04,17:30,3.8,晴れ,1600
121,2023-01-04,21:24,3.8,晴れ,950
122,2023-01-04,11:15,3.8,晴れ,1000
123,2023-01-04,17:28,3.8,晴れ,1150
124,2023-01-04,12:23,3.8,晴れ,1050
125,2023-01-04,11:05,3.8,晴れ,850
126,2023-01-04,12:40,3.8,晴れ,1350
127,2023-01-04,18:04,3.8,晴れ,900
128,2023-01-04,20:54,3.8,晴れ,1350
129,2023-01-04,21:18,3.8,晴れ,1700
130,2023-01-04,17:58,3.8,晴れ,750
131,2023-01-04,18:38,3.8,晴れ,1150
132,2023-01-04,18:40,3.8,晴れ,900
133,2023-01-04,12:46,3.8,晴れ,1850
134,2023-01-04,19:33,3.8,晴れ,900
135,2023-01-04,19:47,3.8,晴れ,1000
136,2023-01-04,20:54,3.8,晴れ,1500
137,2023-01-04,19:37,3.8,晴れ,1000
138,2023-01-04,13:56,3.8,晴れ,1500
139,2023-01-04,13:19,3.8,晴れ,1200
140,2023-01-04,11:56,3.8,晴れ,1500
141,2023-01-04,20:41,3.8,晴れ,800
142,2023-01-04,13:23,3.8,晴れ,1400
143,2023-01-04,13:22,3.8,晴れ,1100
144,2023-01-04,17:42,3.8,晴れ,1150
145,2023-01-04,11:50,3.8,晴れ,1700
146,2023-01-04,11:50,3.8,晴れ,1200
147,2023-01-04,13:55,3.8,晴れ,1300
148,2023-01-04,12:03,3.8,晴れ,1000
149,2023-01-04,12:32,3.8,晴れ,1400
150,2023-01-04,21:19,3.8,晴れ,1050
151,2023-01-04,11:31,3.8,晴れ,1900
152,2023-01-04,21:35,3.8,晴れ,1200
153,2023-01-05,13:07,5.5,曇り,1000
154,2023-01-05,12:25,5.5,曇り,1250
155,2023-01-05,11:43,5.5,曇り,1600
156,2023-01-05,11:35,5.5,曇り,950
157,2023-01-05,13:48,5.5,曇り,800
158,2023-01-05,19:06,5.5,曇り,1150
159,2023-01-05,13:23,5.5,曇り,800
160,2023-01-05,21:39,5.5,曇り,1200
161,2023-01-05,12:58,5.5,曇り,1250
162,2023-01-05,13:40,5.5,曇り,1500
163,2023-01-05,13:20,5.5,曇り,900
164,2023-01-05,17:17,5.5,曇り,900
165,2023-01-05,13:07,5.5,曇り,1350
166,2023-01-05,17:14,5.5,曇り,1700
167,2023-01-05,19:18,5.5,曇り,1350
168,2023-01-05,11:32,5.5,曇り,900
169,2023-01-05,20:01,5.5,曇り,900
170,2023-01-05,13:26,5.5,曇り,1250
171,2023-01-05,13:58,5.5,曇り,1550
172,2023-01-05,12:47,5.5,曇り,1850
173,2023-01-05,19:22,5.5,曇り,2000
174,2023-01-05,17:11,5.5,曇り,1150
175,2023-01-05,21:20,5.5,曇り,1150
176,2023-01-05,21:03,5.5,曇り,1200
177,2023-01-06,17:41,6.6,晴れ,900
178,2023-01-06,17:28,6.6,晴れ,1150
179,2023-01-06,12:45,6.6,晴れ,1500
180,2023-01-06,21:33,6.6,晴れ,1300
181,2023-01-06,13:03,6.6,晴れ,1250
182,2023-01-06,21:55,6.6,晴れ,1250
183,2023-01-06,13:44,6.6,晴れ,1150
184,2023-01-06,19:52,6.6,晴れ,1000
185,2023-01-06,21:05,6.6,晴れ,1450
186,2023-01-06,12:12,6.6,晴れ,1450
187,2023-01-06,13:53,6.6,晴れ,1150
188,2023-01-06,18:10,6.6,晴れ,1000
189,2023-01-06,12:02,6.6,晴れ,1300
190,2023-01-06,20:14,6.6,晴れ,1250
191,2023-01-06,20:29,6.6,晴れ,1050
192,2023-01-06,21:08,6.6,晴れ,1400
193,2023-01-06,21:54,6.6,晴れ,1450
194,2023-01-06,11:52,6.6,晴れ,900
195,2023-01-06,11:24,6.6,晴れ,1600
196,2023-01-06,18:08,6.6,晴れ,1300
197,2023-01-06,13:00,6.6,晴れ,1200
198,2023-01-06,20:07,6.6,晴れ,1400
199,2023-01-06,17:07,6.6,晴れ,1150
200,2023-01-06,12:00,6.6,晴れ,1000
201,2023-01-06,12:04,6.6,晴れ,900
202,2023-01-06,12:02,6.6,晴れ,1450
203,2023-01-06,13:42,6.6,晴れ,950
204,2023-01-06,12:52,6.6,晴れ,1000
205,2023-01-06,11:51,6.6,晴れ,2300
206,2023-01-06,19:59,6.6,晴れ,950
207,2023-01-06,13:12,6.6,晴れ,1300
208,2023-01-06,20:56,6.6,晴れ,1000
209,2023-01-06,12:23,6.6,晴れ,1150
210,2023-01-06,18:34,6.6,晴れ,1700
211,2023-01-07,18:44,3.2,曇り,1100
212,2023-01-07,20:17,3.2,曇り,1150
213,2023-01-07,17:09,3.2,曇り,950
214,2023-01-07,19:23,3.2,曇り,1500
215,2023-01-07,19:28,3.2,曇り,900
216,2023-01-07,11:01,3.2,曇り,1550
217,2023-01-07,12:13,3.2,曇り,1850
218,2023-01-07,13:28,3.2,曇り,800
219,2023-01-07,17:35,3.2,曇り,1150
220,2023-01-07,18:50,3.2,曇り,1550
221,2023-01-07,12:01,3.2,曇り,1250
222,2023-01-07,12:45,3.2,曇り,800
223,2023-01-07,12:41,3.2,曇り,1200
224,2023-01-07,21:11,3.2,曇り,1400
225,2023-01-07,12:59,3.2,曇り,1250
226,2023-01-07,13:35,3.2,曇り,1350
227,2023-01-07,13:09,3.2,曇り,1000
228,2023-01-07,21:02,3.2,曇り,1250
229,2023-01-07,20:39,3.2,曇り,1050
230,2023-01-07,11:51,3.2,曇り,1200
231,2023-01-07,11:21,3.2,曇り,1450
232,2023-01-07,12:32,3.2,曇り,1250
233,2023-01-07,11:18,3.2,曇り,800
234,2023-01-07,19:59,3.2,曇り,1550
235,2023-01-07,12:31,3.2,曇り,1200
236,2023-01-07,12:03,3.2,曇り,1050
237,2023-01-07,13:00,3.2,曇り,1200
238,2023-01-07,12:03,3.2,曇り,1300
239,2023-01-07,13:17,3.2,曇り,1400
240,2023-01-07,21:23,3.2,曇り,1400
241,2023-01-07,12:51,3.2,曇り,1150
242,2023-01-07,12:39,3.2,曇り,950
243,2023-01-07,19:30,3.2,曇り,1450
244,2023-01-07,17:38,3.2,曇り,1050
245,2023-01-07,17:37,3.2,曇り,1050
246,2023-01-07,13:15,3.2,曇り,900
247,2023-01-07,11:26,3.2,曇り,1250
248,2023-01-07,17:45,3.2,曇り,1000
249,2023-01-07,12:20,3.2,曇り,1700
250,2023-01-07,19:39,3.2,曇り,1650
251,2023-01-07,18:44,3.2,曇り,1200
252,2023-01-07,19:07,3.2,曇り,1000
253,2023-01-07,18:18,3.2,曇り,1300
254,2023-01-07,18:12,3.2,曇り,1100
255,2023-01-07,18:15,3.2,曇り,800
256,2023-01-08,12:21,3.7,曇り,1350
257,2023-01-08,13:59,3.7,曇り,1200
258,2023-01-08,17:41,3.7,曇り,1000
259,2023-01-08,18:26,3.7,曇り,1250
260,2023-01-08,13:55,3.7,曇り,1100
261,2023-01-08,19:18,3.7,曇り,1000
262,2023-01-08,20:17,3.7,曇り,1250
263,2023-01-08,17:47,3.7,曇り,850
264,2023-01-08,13:57,3.7,曇り,900
265,2023-01-08,11:30,3.7,曇り,1250
266,2023-01-08,12:19,3.7,曇り,1200
267,2023-01-08,11:29,3.7,曇り,1100
268,2023-01-08,19:44,3.7,曇り,1000
269,2023-01-08,11:30,3.7,曇り,1500
270,2023-01-08,18:48,3.7,曇り,1000
271,2023-01-08,13:45,3.7,曇り,1350
272,2023-01-08,13:09,3.7,曇り,1250
273,2023-01-08,20:05,3.7,曇り,1150
274,2023-01-08,21:29,3.7,曇り,1350
275,2023-01-08,17:27,3.7,曇り,1000
276,2023-01-08,20:02,3.7,曇り,1150
277,2023-01-08,20:23,3.7,曇り,1600
278,2023-01-08,11:34,3.7,曇り,950
279,2023-01-08,19:29,3.7,曇り,1250
280,2023-01-08,11:59,3.7,曇り,1050
281,2023-01-08,17:15,3.7,曇り,1500
282,2023-01-08,18:47,3.7,曇り,1100
283,2023-01-08,18:32,3.7,曇り,1250
284,2023-01-08,19:15,3.7,曇り,950
285,2023-01-08,11:35,3.7,曇り,750
286,2023-01-08,12:03,3.7,曇り,850
287,2023-01-08,12:26,3.7,曇り,1450
288,2023-01-08,13:09,3.7,曇り,800
289,2023-01-08,18:24,3.7,曇り,1400
290,2023-01-08,17:34,3.7,曇り,1400
291,2023-01-08,18:51,3.7,曇り,900
292,2023-01-08,19:58,3.7,曇り,1250
293,2023-01-08,11:44,3.7,曇り,1600
294,2023-01-08,12:34,3.7,曇り,1400
295,2023-01-08,20:48,3.7,曇り,1250
296,2023-01-08,11:01,3.7,曇り,850
297,2023-01-08,11:21,3.7,曇り,1300
298,2023-01-08,19:48,3.7,曇り,1000
299,2023-01-08,19:10,3.7,曇り,1000
300,2023-01-08,13:03,3.7,曇り,1050
301,2023-01-08,20:08,3.7,曇り,1700
302,2023-01-08,21:58,3.7,曇り,1200
303,2023-01-08,13:17,3.7,曇り,1000
304,2023-01-08,17:58,3.7,曇り,1200
305,2023-01-08,12:05,3.7,曇り,950
306,2023-01-08,13:52,3.7,曇り,800
307,2023-01-09,12:24,3.9,曇り,1850
308,2023-01-09,12:36,3.9,曇り,950
309,2023-01-09,21:30,3.9,曇り,1250
310,2023-01-09,17:11,3.9,曇り,1150
311,2023-01-09,20:59,3.9,曇り,1300
312,2023-01-09,12:48,3.9,曇り,1100
313,2023-01-09,17:06,3.9,曇り,1350
314,2023-01-09,12:01,3.9,曇り,950
315,2023-01-09,20:11,3.9,曇り,1200
316,2023-01-09,17:17,3.9,曇り,1650
317,2023-01-09,12:28,3.9,曇り,1450
318,2023-01-09,21:26,3.9,曇り,1350
319,2023-01-09,12:00,3.9,曇り,1350
320,2023-01-09,18:43,3.9,曇り,1650
321,2023-01-09,12:19,3.9,曇り,1500
322,2023-01-09,13:12,3.9,曇り,1550
323,2023-01-09,12:28,3.9,曇り,1200
324,2023-01-09,18:30,3.9,曇り,1350
325,2023-01-09,21:50,3.9,曇り,1550
326,2023-01-09,18:37,3.9,曇り,1250
327,2023-01-09,12:53,3.9,曇り,900
328,2023-01-09,12:15,3.9,曇り,850
329,2023-01-09,13:30,3.9,曇り,1000
330,2023-01-09,11:50,3.9,曇り,1000
331,2023-01-09,11:42,3.9,曇り,1350
332,2023-01-09,12:06,3.9,曇り,1200
333,2023-01-09,18:28,3.9,曇り,1200
334,2023-01-09,20:06,3.9,曇り,1950
335,2023-01-09,11:33,3.9,曇り,1100
336,2023-01-09,12:02,3.9,曇り,1200
337,2023-01-09,13:15,3.9,曇り,1300
338,2023-01-09,12:40,3.9,曇り,1350
339,2023-01-10,20:37,3.8,晴れ,1500
340,2023-01-10,17:36,3.8,晴れ,1000
341,2023-01-10,12:42,3.8,晴れ,900
342,2023-01-10,11:22,3.8,晴れ,850
343,2023-01-10,19:58,3.8,晴れ,950
344,2023-01-10,11:23,3.8,晴れ,1100
345,2023-01-10,12:40,3.8,晴れ,750
346,2023-01-10,20:18,3.8,晴れ,1400
347,2023-01-10,20:08,3.8,晴れ,1100
348,2023-01-10,12:26,3.8,晴れ,1100
349,2023-01-10,11:17,3.8,晴れ,1400
350,2023-01-10,21:32,3.8,晴れ,1050
351,2023-01-10,11:48,3.8,晴れ,950
352,2023-01-10,18:19,3.8,晴れ,1350
353,2023-01-10,18:13,3.8,晴れ,750
354,2023-01-10,13:08,3.8,晴れ,1100
355,2023-01-10,13:10,3.8,晴れ,1250
356,2023-01-10,13:52,3.8,晴れ,1200
357,2023-01-10,18:44,3.8,晴れ,1950
358,2023-01-10,20:09,3.8,晴れ,900
359,2023-01-10,17:25,3.8,晴れ,750
360,2023-01-10,12:20,3.8,晴れ,1250
361,2023-01-10,17:50,3.8,晴れ,1250
362,2023-01-10,19:35,3.8,晴れ,1150
363,2023-01-10,17:06,3.8,晴れ,1200
364,2023-01-10,13:58,3.8,晴れ,1550
365,2023-01-10,12:42,3.8,晴れ,2100
366,2023-01-10,17:13,3.8,晴れ,1400
367,2023-01-10,11:55,3.8,晴れ,950
368,2023-01-10,17:06,3.8,晴れ,1950
369,2023-01-10,17:33,3.8,晴れ,1450
370,2023-01-10,18:58,3.8,晴れ,950
371,2023-01-10,11:37,3.8,晴れ,2000
372,2023-01-10,13:38,3.8,晴れ,1250
373,2023-01-10,19:13,3.8,晴れ,1150
374,2023-01-10,18:31,3.8,晴れ,1350
375,2023-01-10,19:08,3.8,晴れ,900
376,2023-01-10,12:49,3.8,晴れ,1950
377,2023-01-11,20:32,3.8,晴れ,950
378,2023-01-11,13:34,3.8,晴れ,1400
379,2023-01-11,18:34,3.8,晴れ,1100
380,2023-01-11,19:44,3.8,晴れ,950
381,2023-01-11,17:29,3.8,晴れ,1550
382,2023-01-11,11:10,3.8,晴れ,800
383,2023-01-11,18:23,3.8,晴れ,1000
384,2023-01-11,11:21,3.8,晴れ,1350
385,2023-01-11,13:23,3.8,晴れ,1900
386,2023-01-11,17:14,3.8,晴れ,1500
387,2023-01-11,11:35,3.8,晴れ,1100
388,2023-01-11,11:36,3.8,晴れ,1250
389,2023-01-11,11:25,3.8,晴れ,800
390,2023-01-11,11:35,3.8,晴れ,1550
391,2023-01-11,12:37,3.8,晴れ,800
392,2023-01-11,11:09,3.8,晴れ,1200
393,2023-01-11,17:21,3.8,晴れ,1350
394,2023-01-11,20:31,3.8,晴れ,1450
395,2023-01-11,21:26,3.8,晴れ,1700
396,2023-01-11,17:37,3.8,晴れ,1100
397,2023-01-11,20:44,3.8,晴れ,2100
398,2023-01-11,18:06,3.8,晴れ,1550
399,2023-01-11,12:29,3.8,晴れ,1300
400,2023-01-11,17:13,3.8,晴れ,1700
401,2023-01-11,19:52,3.8,晴れ,1500
402,2023-01-11,12:06,3.8,晴れ,1300
403,2023-01-11,12:23,3.8,晴れ,1450
404,2023-01-11,13:28,3.8,晴れ,1750
405,2023-01-11,13:25,3.8,晴れ,1250
406,2023-01-11,12:56,3.8,晴れ,1250
407,2023-01-11,13:30,3.8,晴れ,1900
408,2023-01-11,18:40,3.8,晴れ,750
409,2023-01-11,13:50,3.8,晴れ,1250
410,2023-01-11,13:14,3.8,晴れ,900
411,2023-01-11,13:14,3.8,晴れ,1500
412,2023-01-11,17:48,3.8,晴れ,1150
413,2023-01-11,18:11,3.8,晴れ,1000
414,2023-01-11,17:45,3.8,晴れ,1050
415,2023-01-11,20:34,3.8,晴れ,1850
416,2023-01-11,12:00,3.8,晴れ,1750
417,2023-01-11,19:03,3.8,晴れ,1050
418,2023-01-11,19:04,3.8,晴れ,950
419,2023-01-11,11:10,3.8,晴れ,800
420,2023-01-11,13:44,3.8,晴れ,1000
421,2023-01-11,13:44,3.8,晴れ,1500
422,2023-01-12,17:11,3.9,雨,1350
423,2023-01-12,13:04,3.9,雨,1900
424,2023-01-12,19:28,3.9,雨,1250
425,2023-01-12,11:03,3.9,雨,1200
426,2023-01-12,12:22,3.9,雨,1300
427,2023-01-12,18:28,3.9,雨,1450
428,2023-01-12,11:56,3.9,雨,1100
429,2023-01-12,13:39,3.9,雨,800
430,2023-01-12,20:10,3.9,雨,1200
431,2023-01-12,21:16,3.9,雨,1500
432,2023-01-12,12:00,3.9,雨,1200
433,2023-01-12,11:40,3.9,雨,1000
434,2023-01-12,12:57,3.9,雨,1550
435,2023-01-12,12:02,3.9,雨,1900
436,2023-01-12,17:05,3.9,雨,850
437,2023-01-12,11:53,3.9,雨,950
438,2023-01-12,21:56,3.9,雨,1900
439,2023-01-12,21:09,3.9,雨,800
440,2023-01-12,11:51,3.9,雨,1800
441,2023-01-12,21:16,3.9,雨,950
442,2023-01-12,21:20,3.9,雨,950
443,2023-01-12,21:50,3.9,雨,1500
444,2023-01-12,21:49,3.9,雨,800
445,2023-01-12,19:24,3.9,雨,900
446,2023-01-12,13:43,3.9,雨,1300
447,2023-01-12,19:01,3.9,雨,1300
448,2023-01-12,17:55,3.9,雨,1250
449,2023-01-13,12:38,6.6,晴れ,1200
450,2023-01-13,19:52,6.6,晴れ,1250
451,2023-01-13,13:56,6.6,晴れ,1200
452,2023-01-13,12:03,6.6,晴れ,1200
453,2023-01-13,17:15,6.6,晴れ,1600
454,2023-01-13,12:47,6.6,晴れ,1450
455,2023-01-13,11:41,6.6,晴れ,1400
456,2023-01-13,17:30,6.6,晴れ,1100
457,2023-01-13,19:45,6.6,晴れ,1450
458,2023-01-13,13:33,6.6,晴れ,1600
459,2023-01-13,19:43,6.6,晴れ,1200
460,2023-01-13,19:41,6.6,晴れ,1100
461,2023-01-13,21:25,6.6,晴れ,850
462,2023-01-13,19:58,6.6,晴れ,1300
463,2023-01-13,13:14,6.6,晴れ,750
464,2023-01-13,12:54,6.6,晴れ,1150
465,2023-01-13,13:16,6.6,晴れ,1200
466,2023-01-13,11:47,6.6,晴れ,1650
467,2023-01-13,11:55,6.6,晴れ,950
468,2023-01-13,13:24,6.6,晴れ,1250
469,2023-01-13,13:57,6.6,晴れ,1650
470,2023-01-13,19:40,6.6,晴れ,2100
471,2023-01-13,11:08,6.6,晴れ,1150
472,2023-01-13,11:34,6.6,晴れ,1000
473,2023-01-13,21:12,6.6,晴れ,900
474,2023-01-13,19:08,6.6,晴れ,1550
475,2023-01-13,12:29,6.6,晴れ,1550
476,2023-01-13,11:10,6.6,晴れ,1200
477,2023-01-13,13:10,6.6,晴れ,1150
478,2023-01-13,13:39,6.6,晴れ,1300
479,2023-01-13,13:07,6.6,晴れ,1300
480,2023-01-13,13:40,6.6,晴れ,1400
481,2023-01-13,20:53,6.6,晴れ,950
482,2023-01-13,11:38,6.6,晴れ,1000
483,2023-01-13,12:18,6.6,晴れ,1400
484,2023-01-13,11:00,6.6,晴れ,800
485,2023-01-14,18:05,10.6,晴れ,1450
486,2023-01-14,12:16,10.6,晴れ,1100
487,2023-01-14,13:20,10.6,晴れ,1500
488,2023-01-14,18:21,10.6,晴れ,950
489,2023-01-14,12:11,10.6,晴れ,1450
490,2023-01-14,12:41,10.6,晴れ,1250
491,2023-01-14,17:26,10.6,晴れ,1100
492,2023-01-14,21:01,10.6,晴れ,1800
493,2023-01-14,12:00,10.6,晴れ,850
494,2023-01-14,21:33,10.6,晴れ,1100
495,2023-01-14,20:09,10.6,晴れ,950
496,2023-01-14,12:54,10.6,晴れ,1150
497,2023-01-14,17:32,10.6,晴れ,1800
498,2023-01-14,20:05,10.6,晴れ,1100
499,2023-01-14,12:26,10.6,晴れ,1300
500,2023-01-14,19:56,10.6,晴れ,850
501,2023-01-14,11:52,10.6,晴れ,1350
502,2023-01-14,20:07,10.6,晴れ,1350
503,2023-01-14,19:35,10.6,晴れ,1900
504,2023-01-14,20:06,10.6,晴れ,1250
505,2023-01-14,19:06,10.6,晴れ,1200
506,2023-01-14,20:42,10.6,晴れ,1100
507,2023-01-14,12:53,10.6,晴れ,1000
508,2023-01-14,18:46,10.6,晴れ,1250
509,2023-01-14,12:26,10.6,晴れ,850
510,2023-01-14,20:51,10.6,晴れ,1250
511,2023-01-14,13:35,10.6,晴れ,850
512,2023-01-14,13:45,10.6,晴れ,950
513,2023-01-14,18:32,10.6,晴れ,1250
514,2023-01-14,21:36,10.6,晴れ,950
515,2023-01-14,11:33,10.6,晴れ,1750
516,2023-01-14,19:43,10.6,晴れ,1300
517,2023-01-14,12:52,10.6,晴れ,1050
518,2023-01-14,21:24,10.6,晴れ,1000
519,2023-01-14,17:59,10.6,晴れ,1400
520,2023-01-14,13:55,10.6,晴れ,800
521,2023-01-14,21:34,10.6,晴れ,1200
522,2023-01-14,17:11,10.6,晴れ,1600
523,2023-01-14,11:37,10.6,晴れ,1450
524,2023-01-14,21:03,10.6,晴れ,1150
525,2023-01-14,19:33,10.6,晴れ,1000
526,2023-01-14,13:34,10.6,晴れ,1100
527,2023-01-14,12:13,10.6,晴れ,750
528,2023-01-14,17:07,10.6,晴れ,1100
529,2023-01-14,19:24,10.6,晴れ,1150
530,2023-01-14,19:32,10.6,晴れ,1900
531,2023-01-14,18:49,10.6,晴れ,850
532,2023-01-14,20:53,10.6,晴れ,1050
533,2023-01-14,11:47,10.6,晴れ,1950
534,2023-01-14,21:04,10.6,晴れ,850
535,2023-01-14,20:20,10.6,晴れ,1100
536,2023-01-14,21:02,10.6,晴れ,1500
537,2023-01-14,12:24,10.6,晴れ,1700
538,2023-01-14,21:18,10.6,晴れ,1250
539,2023-01-14,13:09,10.6,晴れ,1200
540,2023-01-14,13:47,10.6,晴れ,1300
541,2023-01-14,12:12,10.6,晴れ,1050
542,2023-01-14,21:29,10.6,晴れ,1600
543,2023-01-14,12:22,10.6,晴れ,1450
544,2023-01-14,19:31,10.6,晴れ,1400
545,2023-01-14,12:27,10.6,晴れ,1300
546,2023-01-15,19:53,6.5,晴れ,1450
547,2023-01-15,20:35,6.5,晴れ,1500
548,2023-01-15,13:12,6.5,晴れ,850
549,2023-01-15,21:40,6.5,晴れ,800
550,2023-01-15,11:35,6.5,晴れ,1000
551,2023-01-15,12:14,6.5,晴れ,1150
552,2023-01-15,13:00,6.5,晴れ,1000
553,2023-01-15,13:08,6.5,晴れ,1050
554,2023-01-15,20:22,6.5,晴れ,1800
555,2023-01-15,21:58,6.5,晴れ,1350
556,2023-01-15,13:33,6.5,晴れ,1200
557,2023-01-15,19:37,6.5,晴れ,1600
558,2023-01-15,19:31,6.5,晴れ,1700
559,2023-01-15,13:17,6.5,晴れ,1800
560,2023-01-15,12:46,6.5,晴れ,1300
561,2023-01-15,17:15,6.5,晴れ,1400
562,2023-01-15,11:16,6.5,晴れ,1000
563,2023-01-15,19:05,6.5,晴れ,1550
564,2023-01-15,11:50,6.5,晴れ,1100
565,2023-01-15,20:38,6.5,晴れ,1750
566,2023-01-15,21:43,6.5,晴れ,900
567,2023-01-15,21:32,6.5,晴れ,1450
568,2023-01-15,20:33,6.5,晴れ,1250
569,2023-01-15,12:22,6.5,晴れ,750
570,2023-01-15,20:08,6.5,晴れ,1250
571,2023-01-15,20:16,6.5,晴れ,1400
572,2023-01-15,12:41,6.5,晴れ,1550
573,2023-01-15,19:16,6.5,晴れ,1150
