sale_id,item_id,item_name,price,quantity
67,15,ライス（大）,200,1
68,5,チャーハン,750,1
68,13,コーラ,250,1
68,14,ライス（小）,150,1
69,4,塩ラーメン,800,1
69,19,バター,100,1
70,2,チャーシューメン,1000,1
70,7,唐揚げ,400,1
70,16,替え玉,100,1
71,2,チャーシューメン,1000,1
72,5,チャーハン,750,1
72,12,ウーロン茶,250,1
72,17,半熟卵,100,1
73,3,味噌ラーメン,850,1
73,7,唐揚げ,400,1
73,12,ウーロン茶,250,1
73,20,チーズトッピング,150,1
74,1,ラーメン,800,1
74,11,ハイボール,450,1
74,14,ライス（小）,150,1
75,1,ラーメン,800,1
75,9,ビール（中）,500,1
76,1,ラーメン,800,1
76,11,ハイボール,450,1
77,1,ラーメン,800,1
77,11,ハイボール,450,1
77,14,ライス（小）,150,1
78,4,塩ラーメン,800,1
78,8,枝豆,250,1
78,13,コーラ,250,1
79,3,味噌ラーメン,850,1
79,18,コーン,100,1
80,4,塩ラーメン,800,1
80,11,ハイボール,450,1
80,17,半熟卵,100,1
81,3,味噌ラーメン,850,1
82,3,味噌ラーメン,850,1
83,3,味噌ラーメン,850,1
83,6,餃子,300,1
83,17,半熟卵,100,1
84,5,チャーハン,750,1
84,12,ウーロン茶,250,1
85,3,味噌ラーメン,850,1
85,8,枝豆,250,1
85,14,ライス（小）,150,1
86,2,チャーシューメン,1000,1
87,1,ラーメン,800,1
87,6,餃子,300,1
87,19,バター,100,1
88,5,チャーハン,750,1
88,8,枝豆,250,1
88,17,半熟卵,100,1
89,1,ラーメン,800,1
89,13,コーラ,250,1
90,4,塩ラーメン,800,1
90,8,枝豆,250,1
90,16,替え玉,100,1
91,2,チャーシューメン,1000,1
91,7,唐揚げ,400,1
91,13,コーラ,250,1
91,14,ライス（小）,150,1
92,2,チャーシューメン,1000,1
92,14,ライス（小）,150,1
93,4,塩ラーメン,800,1
93,6,餃子,300,1
93,12,ウーロン茶,250,1
93,14,ライス（小）,150,1
94,1,ラーメン,800,1
94,8,枝豆,250,1
94,15,ライス（大）,200,1
95,5,チャーハン,750,1
95,13,コーラ,250,1
95,17,半熟卵,100,1
96,3,味噌ラーメン,850,1
96,9,ビール（中）,500,1
97,1,ラーメン,800,1
97,6,餃子,300,1
97,17,半熟卵,100,1
98,3,味噌ラーメン,850,1
98,7,唐揚げ,400,1
99,3,味噌ラーメン,850,1
100,5,チャーハン,750,1
100,6,餃子,300,1
101,3,味噌ラーメン,850,1
102,3,味噌ラーメン,850,1
102,17,半熟卵,100,1
103,4,塩ラーメン,800,1
103,15,ライス（大）,200,1
104,1,ラーメン,800,1
104,14,ライス（小）,150,1
105,5,チャーハン,750,1
105,18,コーン,100,1
106,4,塩ラーメン,800,1
106,7,唐揚げ,400,1
106,9,ビール（中）,500,1
107,3,味噌ラーメン,850,1
108,3,味噌ラーメン,850,1
108,7,唐揚げ,400,1
109,4,塩ラーメン,800,1
109,8,枝豆,250,1
109,12,ウーロン茶,250,1
110,5,チャーハン,750,1
110,7,唐揚げ,400,1
111,2,チャーシューメン,1000,1
111,9,ビール（中）,500,1
111,14,ライス（小）,150,1
112,1,ラーメン,800,1
112,11,ハイボール,450,1
112,16,替え玉,100,1
113,2,チャーシューメン,1000,1
113,6,餃子,300,1
113,13,コーラ,250,1
113,15,ライス（大）,200,1
114,4,塩ラーメン,800,1
114,8,枝豆,250,1
114,9,ビール（中）,500,1
114,16,替え玉,100,1
115,4,塩ラーメン,800,1
115,16,替え玉,100,1
116,4,塩ラーメン,800,1
117,4,塩ラーメン,800,1
117,8,枝豆,250,1
118,2,チャーシューメン,1000,1
118,6,餃子,300,1
118,13,コーラ,250,1
118,14,ライス（小）,150,1
119,5,チャーハン,750,1
119,10,ビール（大）,700,1
119,19,バター,100,1
120,3,味噌ラーメン,850,1
120,8,枝豆,250,1
120,9,ビール（中）,500,1
121,3,味噌ラーメン,850,1
121,18,コーン,100,1
122,3,味噌ラーメン,850,1
122,14,ライス（小）,150,1
123,2,チャーシューメン,1000,1
123,20,チーズトッピング,150,1
124,4,塩ラーメン,800,1
124,8,枝豆,250,1
125,5,チャーハン,750,1
125,18,コーン,100,1
126,3,味噌ラーメン,850,1
126,8,枝豆,250,1
126,12,ウーロン茶,250,1
127,4,塩ラーメン,800,1
127,17,半熟卵,100,1
128,3,味噌ラーメン,850,1
128,7,唐揚げ,400,1
128,17,半熟卵,100,1
129,3,味噌ラーメン,850,1
129,8,枝豆,250,1
129,9,ビール（中）,500,1
129,19,バター,100,1
130,5,チャーハン,750,1
131,3,味噌ラーメン,850,1
131,6,餃子,300,1
132,1,ラーメン,800,1
132,17,半熟卵,100,1
133,2,チャーシューメン,1000,1
133,7,唐揚げ,400,1
133,12,ウーロン茶,250,1
133,15,ライス（大）,200,1
134,5,チャーハン,750,1
134,20,チーズトッピング,150,1
135,3,味噌ラーメン,850,1
135,20,チーズトッピング,150,1
136,5,チャーハン,750,1
136,7,唐揚げ,400,1
136,13,コーラ,250,1
136,16,替え玉,100,1
137,4,塩ラーメン,800,1
137,15,ライス（大）,200,1
138,5,チャーハン,750,1
138,8,枝豆,250,1
138,9,ビール（中）,500,1
139,4,塩ラーメン,800,1
139,6,餃子,300,1
139,17,半熟卵,100,1
140,5,チャーハン,750,1
140,7,唐揚げ,400,1
140,13,コーラ,250,1
140,19,バター,100,1
141,1,ラーメン,800,1
142,2,チャーシューメン,1000,1
142,6,餃子,300,1
142,19,バター,100,1
143,1,ラーメン,800,1
143,6,餃子,300,1
144,2,チャーシューメン,1000,1
144,20,チーズトッピング,150,1
145,5,チャーハン,750,1
145,8,枝豆,250,1
145,10,ビール（大）,700,1
146,5,チャーハン,750,1
146,6,餃子,300,1
146,20,チーズトッピング,150,1
147,1,ラーメン,800,1
147,7,唐揚げ,400,1
147,16,替え玉,100,1
148,2,チャーシューメン,1000,1
149,5,チャーハン,750,1
149,8,枝豆,250,1
149,13,コーラ,250,1
149,20,チーズトッピング,150,1
150,4,塩ラーメン,800,1
150,12,ウーロン茶,250,1
151,4,塩ラーメン,800,1
151,6,餃子,300,1
151,10,ビール（大）,700,1
151,16,替え玉,100,1
152,3,味噌ラーメン,850,1
152,8,枝豆,250,1
152,18,コーン,100,1
153,5,チャーハン,750,1
153,12,ウーロン茶,250,1
154,4,塩ラーメン,800,1
154,11,ハイボール,450,1
155,4,塩ラーメン,800,1
155,6,餃子,300,1
155,9,ビール（中）,500,1
156,1,ラーメン,800,1
156,14,ライス（小）,150,1
157,4,塩ラーメン,800,1
158,5,チャーハン,750,1
158,12,ウーロン茶,250,1
158,14,ライス（小）,150,1
159,1,ラーメン,800,1
160,5,チャーハン,750,1
160,8,枝豆,250,1
160,15,ライス（大）,200,1
161,3,味噌ラーメン,850,1
161,6,餃子,300,1
161,17,半熟卵,100,1
162,1,ラーメン,800,1
162,8,枝豆,250,1
162,12,ウーロン茶,250,1
162,15,ライス（大）,200,1
163,5,チャーハン,750,1
163,20,チーズトッピング,150,1
164,4,塩ラーメン,800,1
164,16,替え玉,100,1
165,3,味噌ラーメン,850,1
165,7,唐揚げ,400,1
165,18,コーン,100,1
166,4,塩ラーメン,800,1
166,10,ビール（大）,700,1
166,15,ライス（大）,200,1
167,3,味噌ラーメン,850,1
167,7,唐揚げ,400,1
167,17,半熟卵,100,1
168,5,チャーハン,750,1
168,20,チーズトッピング,150,1
169,4,塩ラーメン,800,1
169,18,コーン,100,1
170,3,味噌ラーメン,850,1
170,6,餃子,300,1
170,18,コーン,100,1
171,3,味噌ラーメン,850,1
171,6,餃子,300,1
171,13,コーラ,250,1
171,14,ライス（小）,150,1
172,3,味噌ラーメン,850,1
172,6,餃子,300,1
172,9,ビール（中）,500,1
172,15,ライス（大）,200,1
173,2,チャーシューメン,1000,1
173,6,餃子,300,1
173,10,ビール（大）,700,1
174,4,塩ラーメン,800,1
174,8,枝豆,250,1
174,18,コーン,100,1
175,3,味噌ラーメン,850,1
175,6,餃子,300,1
176,3,味噌ラーメン,850,1
176,12,ウーロン茶,250,1
176,16,替え玉,100,1
177,1,ラーメン,800,1
177,18,コーン,100,1
178,5,チャーハン,750,1
178,12,ウーロン茶,250,1
178,14,ライス（小）,150,1
179,1,ラーメン,800,1
179,10,ビール（大）,700,1
180,5,チャーハン,750,1
180,7,唐揚げ,400,1
180,20,チーズトッピング,150,1
181,3,味噌ラーメン,850,1
181,6,餃子,300,1
181,16,替え玉,100,1
182,2,チャーシューメン,1000,1
182,8,枝豆,250,1
183,4,塩ラーメン,800,1
183,8,枝豆,250,1
183,17,半熟卵,100,1
184,2,チャーシューメン,1000,1
185,4,塩ラーメン,800,1
185,11,ハイボール,450,1
185,15,ライス（大）,200,1
186,2,チャーシューメン,1000,1
186,11,ハイボール,450,1
187,5,チャーハン,750,1
187,7,唐揚げ,400,1
188,2,チャーシューメン,1000,1
189,4,塩ラーメン,800,1
189,8,枝豆,250,1
189,12,ウーロン茶,250,1
190,5,チャーハン,750,1
190,7,唐揚げ,400,1
190,19,バター,100,1
191,3,味噌ラーメン,850,1
191,15,ライス（大）,200,1
192,3,味噌ラーメン,850,1
192,7,唐揚げ,400,1
192,14,ライス（小）,150,1
193,1,ラーメン,800,1
193,6,餃子,300,1
193,13,コーラ,250,1
193,17,半熟卵,100,1
194,4,塩ラーメン,800,1
194,17,半熟卵,100,1
195,1,ラーメン,800,1
195,6,餃子,300,1
195,9,ビール（中）,500,1
196,1,ラーメン,800,1
196,7,唐揚げ,400,1
196,19,バター,100,1
197,1,ラーメン,800,1
197,6,餃子,300,1
197,19,バター,100,1
198,3,味噌ラーメン,850,1
198,6,餃子,300,1
198,12,ウーロン茶,250,1
199,4,塩ラーメン,800,1
199,13,コーラ,250,1
199,19,バター,100,1
200,5,チャーハン,750,1
200,8,枝豆,250,1
201,5,チャーハン,750,1
201,14,ライス（小）,150,1
202,4,塩ラーメン,800,1
202,9,ビール（中）,500,1
202,14,ライス（小）,150,1
203,1,ラーメン,800,1
203,14,ライス（小）,150,1
204,2,チャーシューメン,1000,1
205,2,チャーシューメン,1000,1
205,7,唐揚げ,400,1
205,10,ビール（大）,700,1
205,15,ライス（大）,200,1
206,3,味噌ラーメン,850,1
206,16,替え玉,100,1
207,3,味噌ラーメン,850,1
207,6,餃子,300,1
207,14,ライス（小）,150,1
208,4,塩ラーメン,800,1
208,15,ライス（大）,200,1
209,5,チャーハン,750,1
209,6,餃子,300,1
209,18,コーン,100,1
210,3,味噌ラーメン,850,1
210,6,餃子,300,1
210,11,ハイボール,450,1
210,18,コーン,100,1
211,4,塩ラーメン,800,1
211,6,餃子,300,1
212,1,ラーメン,800,1
212,8,枝豆,250,1
212,19,バター,100,1
213,5,チャーハン,750,1
213,15,ライス（大）,200,1
214,4,塩ラーメン,800,1
214,10,ビール（大）,700,1
215,1,ラーメン,800,1
215,19,バター,100,1
216,2,チャーシューメン,1000,1
216,7,唐揚げ,400,1
216,20,チーズトッピング,150,1
217,5,チャーハン,750,1
217,7,唐揚げ,400,1
217,10,ビール（大）,700,1
218,1,ラーメン,800,1
219,5,チャーハン,750,1
219,7,唐揚げ,400,1
220,3,味噌ラーメン,850,1
220,10,ビール（大）,700,1
221,3,味噌ラーメン,850,1
221,13,コーラ,250,1
221,14,ライス（小）,150,1
222,4,塩ラーメン,800,1
223,1,ラーメン,800,1
223,8,枝豆,250,1
223,20,チーズトッピング,150,1
224,2,チャーシューメン,1000,1
224,6,餃子,300,1
224,16,替え玉,100,1
225,2,チャーシューメン,1000,1
225,8,枝豆,250,1
226,3,味噌ラーメン,850,1
226,7,唐揚げ,400,1
226,19,バター,100,1
227,2,チャーシューメン,1000,1
228,1,ラーメン,800,1
228,8,枝豆,250,1
228,15,ライス（大）,200,1
229,1,ラーメン,800,1
229,8,枝豆,250,1
230,4,塩ラーメン,800,1
230,6,餃子,300,1
230,17,半熟卵,100,1
231,5,チャーハン,750,1
231,8,枝豆,250,1
231,11,ハイボール,450,1
232,5,チャーハン,750,1
232,6,餃子,300,1
232,15,ライス（大）,200,1
233,4,塩ラーメン,800,1
234,5,チャーハン,750,1
234,10,ビール（大）,700,1
234,18,コーン,100,1
235,1,ラーメン,800,1
235,7,唐揚げ,400,1
236,1,ラーメン,800,1
236,8,枝豆,250,1
237,1,ラーメン,800,1
237,7,唐揚げ,400,1
238,5,チャーハン,750,1
238,11,ハイボール,450,1
238,18,コーン,100,1
239,5,チャーハン,750,1
239,9,ビール（中）,500,1
239,20,チーズトッピング,150,1
240,2,チャーシューメン,1000,1
240,8,枝豆,250,1
240,14,ライス（小）,150,1
241,4,塩ラーメン,800,1
241,13,コーラ,250,1
241,18,コーン,100,1
242,3,味噌ラーメン,850,1
242,17,半熟卵,100,1
243,1,ラーメン,800,1
243,8,枝豆,250,1
243,12,ウーロン茶,250,1
243,20,チーズトッピング,150,1
244,4,塩ラーメン,800,1
244,8,枝豆,250,1
245,4,塩ラーメン,800,1
245,8,枝豆,250,1
246,1,ラーメン,800,1
246,17,半熟卵,100,1
247,2,チャーシューメン,1000,1
247,8,枝豆,250,1
248,2,チャーシューメン,1000,1
249,2,チャーシューメン,1000,1
249,8,枝豆,250,1
249,11,ハイボール,450,1
250,4,塩ラーメン,800,1
250,6,餃子,300,1
250,11,ハイボール,450,1
250,16,替え玉,100,1
251,4,塩ラーメン,800,1
251,7,唐揚げ,400,1
252,5,チャーハン,750,1
252,12,ウーロン茶,250,1
253,1,ラーメン,800,1
253,8,枝豆,250,1
253,12,ウーロン茶,250,1
254,5,チャーハン,750,1
254,8,枝豆,250,1
254,18,コーン,100,1
255,1,ラーメン,800,1
256,4,塩ラーメン,800,1
256,6,餃子,300,1
256,13,コーラ,250,1
257,4,塩ラーメン,800,1
257,6,餃子,300,1
257,16,替え玉,100,1
258,5,チャーハン,750,1
258,8,枝豆,250,1
259,2,チャーシューメン,1000,1
259,12,ウーロン茶,250,1
260,3,味噌ラーメン,850,1
260,13,コーラ,250,1
261,4,塩ラーメン,800,1
261,15,ライス（大）,200,1
262,2,チャーシューメン,1000,1
262,12,ウーロン茶,250,1
263,3,味噌ラーメン,850,1
264,4,塩ラーメン,800,1
264,19,バター,100,1
265,3,味噌ラーメン,850,1
265,12,ウーロン茶,250,1
265,20,チーズトッピング,150,1
266,5,チャーハン,750,1
266,11,ハイボール,450,1
267,3,味噌ラーメン,850,1
267,8,枝豆,250,1
268,1,ラーメン,800,1
268,15,ライス（大）,200,1
269,2,チャーシューメン,1000,1
269,8,枝豆,250,1
269,13,コーラ,250,1
270,2,チャーシューメン,1000,1
271,3,味噌ラーメン,850,1
271,8,枝豆,250,1
271,13,コーラ,250,1
272,2,チャーシューメン,1000,1
272,8,枝豆,250,1
273,5,チャーハン,750,1
273,6,餃子,300,1
273,17,半熟卵,100,1
274,3,味噌ラーメン,850,1
274,9,ビール（中）,500,1
275,3,味噌ラーメン,850,1
275,14,ライス（小）,150,1
276,3,味噌ラーメン,850,1
276,6,餃子,300,1
277,4,塩ラーメン,800,1
277,7,唐揚げ,400,1
277,13,コーラ,250,1
277,20,チーズトッピング,150,1
278,4,塩ラーメン,800,1
278,14,ライス（小）,150,1
279,5,チャーハン,750,1
279,7,唐揚げ,400,1
279,16,替え玉,100,1
280,1,ラーメン,800,1
280,8,枝豆,250,1
281,2,チャーシューメン,1000,1
281,8,枝豆,250,1
281,13,コーラ,250,1
282,1,ラーメン,800,1
282,6,餃子,300,1
283,3,味噌ラーメン,850,1
283,8,枝豆,250,1
283,20,チーズトッピング,150,1
284,3,味噌ラーメン,850,1
284,17,半熟卵,100,1
285,5,チャーハン,750,1
286,3,味噌ラーメン,850,1
287,2,チャーシューメン,1000,1
287,6,餃子,300,1
287,20,チーズトッピング,150,1
288,4,塩ラーメン,800,1
289,2,チャーシューメン,1000,1
289,7,唐揚げ,400,1
290,2,チャーシューメン,1000,1
290,7,唐揚げ,400,1
291,5,チャーハン,750,1
291,20,チーズトッピング,150,1
292,1,ラーメン,800,1
292,6,餃子,300,1
292,20,チーズトッピング,150,1
293,5,チャーハン,750,1
293,10,ビール（大）,700,1
293,20,チーズトッピング,150,1
294,3,味噌ラーメン,850,1
294,7,唐揚げ,400,1
294,14,ライス（小）,150,1
295,3,味噌ラーメン,850,1
295,12,ウーロン茶,250,1
295,20,チーズトッピング,150,1
296,3,味噌ラーメン,850,1
297,2,チャーシューメン,1000,1
297,6,餃子,300,1
298,4,塩ラーメン,800,1
298,15,ライス（大）,200,1
299,2,チャーシューメン,1000,1
300,5,チャーハン,750,1
300,6,餃子,300,1
301,2,チャーシューメン,1000,1
301,6,餃子,300,1
301,13,コーラ,250,1
301,14,ライス（小）,150,1
302,4,塩ラーメン,800,1
302,13,コーラ,250,1
302,14,ライス（小）,150,1
303,5,チャーハン,750,1
303,12,ウーロン茶,250,1
304,1,ラーメン,800,1
304,13,コーラ,250,1
304,20,チーズトッピング,150,1
305,3,味噌ラーメン,850,1
305,19,バター,100,1
306,1,ラーメン,800,1
307,5,チャーハン,750,1
307,8,枝豆,250,1
307,10,ビール（大）,700,1
307,20,チーズトッピング,150,1
308,1,ラーメン,800,1
308,20,チーズトッピング,150,1
309,3,味噌ラーメン,850,1
309,6,餃子,300,1
309,18,コーン,100,1
310,3,味噌ラーメン,850,1
310,6,餃子,300,1
311,1,ラーメン,800,1
311,8,枝豆,250,1
311,12,ウーロン茶,250,1
312,2,チャーシューメン,1000,1
312,19,バター,100,1
313,4,塩ラーメン,800,1
313,6,餃子,300,1
313,13,コーラ,250,1
314,3,味噌ラーメン,850,1
314,18,コーン,100,1
315,5,チャーハン,750,1
315,13,コーラ,250,1
315,15,ライス（大）,200,1
316,2,チャーシューメン,1000,1
316,8,枝豆,250,1
316,12,ウーロン茶,250,1
316,14,ライス（小）,150,1
317,3,味噌ラーメン,850,1
317,9,ビール（中）,500,1
317,17,半熟卵,100,1
318,1,ラーメン,800,1
318,7,唐揚げ,400,1
318,20,チーズトッピング,150,1
319,3,味噌ラーメン,850,1
319,6,餃子,300,1
319,15,ライス（大）,200,1
320,4,塩ラーメン,800,1
320,7,唐揚げ,400,1
320,12,ウーロン茶,250,1
320,15,ライス（大）,200,1
321,4,塩ラーメン,800,1
321,10,ビール（大）,700,1
322,4,塩ラーメン,800,1
322,7,唐揚げ,400,1
322,12,ウーロン茶,250,1
322,18,コーン,100,1
323,3,味噌ラーメン,850,1
323,8,枝豆,250,1
323,16,替え玉,100,1
324,3,味噌ラーメン,850,1
324,7,唐揚げ,400,1
324,19,バター,100,1
325,2,チャーシューメン,1000,1
325,7,唐揚げ,400,1
325,14,ライス（小）,150,1
326,5,チャーハン,750,1
326,8,枝豆,250,1
326,12,ウーロン茶,250,1
327,1,ラーメン,800,1
327,17,半熟卵,100,1
328,3,味噌ラーメン,850,1
329,5,チャーハン,750,1
329,8,枝豆,250,1
330,3,味噌ラーメン,850,1
330,14,ライス（小）,150,1
331,3,味噌ラーメン,850,1
331,8,枝豆,250,1
331,12,ウーロン茶,250,1
332,1,ラーメン,800,1
332,6,餃子,300,1
332,18,コーン,100,1
333,3,味噌ラーメン,850,1
333,8,枝豆,250,1
333,16,替え玉,100,1
334,3,味噌ラーメン,850,1
334,6,餃子,300,1
334,10,ビール（大）,700,1
334,16,替え玉,100,1
335,4,塩ラーメン,800,1
335,6,餃子,300,1
336,1,ラーメン,800,1
336,7,唐揚げ,400,1
337,5,チャーハン,750,1
337,6,餃子,300,1
337,12,ウーロン茶,250,1
338,2,チャーシューメン,1000,1
338,8,枝豆,250,1
338,18,コーン,100,1
339,4,塩ラーメン,800,1
339,8,枝豆,250,1
339,11,ハイボール,450,1
340,1,ラーメン,800,1
340,15,ライス（大）,200,1
341,4,塩ラーメン,800,1
341,18,コーン,100,1
342,3,味噌ラーメン,850,1
343,5,チャーハン,750,1
343,15,ライス（大）,200,1
344,2,チャーシューメン,1000,1
344,17,半熟卵,100,1
345,5,チャーハン,750,1
346,2,チャーシューメン,1000,1
346,7,唐揚げ,400,1
347,2,チャーシューメン,1000,1
347,17,半熟卵,100,1
348,4,塩ラーメン,800,1
348,6,餃子,300,1
349,2,チャーシューメン,1000,1
349,12,ウーロン茶,250,1
349,20,チーズトッピング,150,1
350,1,ラーメン,800,1
350,13,コーラ,250,1
351,4,塩ラーメン,800,1
351,20,チーズトッピング,150,1
352,1,ラーメン,800,1
352,7,唐揚げ,400,1
352,20,チーズトッピング,150,1
353,5,チャーハン,750,1
354,2,チャーシューメン,1000,1
354,18,コーン,100,1
355,3,味噌ラーメン,850,1
355,13,コーラ,250,1
355,20,チーズトッピング,150,1
356,1,ラーメン,800,1
356,7,唐揚げ,400,1
357,2,チャーシューメン,1000,1
357,8,枝豆,250,1
357,10,ビール（大）,700,1
358,5,チャーハン,750,1
358,14,ライス（小）,150,1
359,5,チャーハン,750,1
360,5,チャーハン,750,1
360,8,枝豆,250,1
360,12,ウーロン茶,250,1
361,5,チャーハン,750,1
361,7,唐揚げ,400,1
361,16,替え玉,100,1
362,5,チャーハン,750,1
362,7,唐揚げ,400,1
363,4,塩ラーメン,800,1
363,6,餃子,300,1
363,17,半熟卵,100,1
364,2,チャーシューメン,1000,1
364,11,ハイボール,450,1
364,16,替え玉,100,1
365,2,チャーシューメン,1000,1
365,8,枝豆,250,1
365,10,ビール（大）,700,1
365,14,ライス（小）,150,1
366,4,塩ラーメン,800,1
366,8,枝豆,250,1
366,12,ウーロン茶,250,1
366,19,バター,100,1
367,4,塩ラーメン,800,1
367,14,ライス（小）,150,1
368,3,味噌ラーメン,850,1
368,7,唐揚げ,400,1
368,10,ビール（大）,700,1
369,5,チャーハン,750,1
369,8,枝豆,250,1
369,11,ハイボール,450,1
370,4,塩ラーメン,800,1
370,14,ライス（小）,150,1
371,4,塩ラーメン,800,1
371,7,唐揚げ,400,1
371,10,ビール（大）,700,1
371,19,バター,100,1
372,5,チャーハン,750,1
372,9,ビール（中）,500,1
373,5,チャーハン,750,1
373,12,ウーロン茶,250,1
373,14,ライス（小）,150,1
374,4,塩ラーメン,800,1
374,7,唐揚げ,400,1
374,14,ライス（小）,150,1
375,4,塩ラーメン,800,1
375,19,バター,100,1
376,1,ラーメン,800,1
376,6,餃子,300,1
376,10,ビール（大）,700,1
376,14,ライス（小）,150,1
377,3,味噌ラーメン,850,1
377,19,バター,100,1
378,5,チャーハン,750,1
378,11,ハイボール,450,1
378,15,ライス（大）,200,1
379,3,味噌ラーメン,850,1
379,8,枝豆,250,1
380,4,塩ラーメン,800,1
380,14,ライス（小）,150,1
381,5,チャーハン,750,1
381,10,ビール（大）,700,1
381,19,バター,100,1
382,4,塩ラーメン,800,1
383,2,チャーシューメン,1000,1
384,4,塩ラーメン,800,1
384,6,餃子,300,1
384,13,コーラ,250,1
385,1,ラーメン,800,1
385,8,枝豆,250,1
